method,comm_delay_frames,comp_delay_frames,AP@0.5,AP@0.7,BEV AP@0.5,BEV AP@0.7,source,notes
LRCP w/o compensation,2,4,,,1.4896,0.2329,dair_lrcp_strict_dual_delay_eval,"strict-ish LRCP two-agent adapter: receiver=T-4 ego-motion aligned to T, sender=T-6; labels=T"
