scene,interval,last_input_frame,target_frame,iou,baseline_iou
19,1,19,20,0.884596,0.841378
19,2,19,21,0.875470,0.835513
19,3,19,22,0.885772,0.834243
19,4,19,23,0.877474,0.833681
19,5,19,24,0.877694,0.835119
19,6,19,25,0.882766,0.840909
19,7,19,26,0.879539,0.835856
19,8,19,27,0.877694,0.831118
19,9,19,28,0.879669,0.845347
19,1,20,21,0.875063,0.838735
19,2,20,22,0.884798,0.842708
19,3,20,23,0.877004,0.844118
19,4,20,24,0.877474,0.841706
19,5,20,25,0.882073,0.840281
19,6,20,26,0.879319,0.846295
19,7,20,27,0.878006,0.846840
19,8,20,28,0.880821,0.844706
19,9,20,29,0.873183,0.835205
19,1,21,22,0.885320,0.837337
19,2,21,23,0.876754,0.829587
19,3,21,24,0.876754,0.836306
19,4,21,25,0.882294,0.832029
19,5,21,26,0.880451,0.832723
19,6,21,27,0.877255,0.832287
19,7,21,28,0.881483,0.836430
19,8,21,29,0.873028,0.826928
19,9,21,30,0.882957,0.835205
19,1,22,23,0.876317,0.840784
19,2,22,24,0.876064,0.830733
19,3,22,25,0.882103,0.833160
19,4,22,26,0.879790,0.834807
19,5,22,27,0.877066,0.833420
19,6,22,28,0.880320,0.839458
19,7,22,29,0.872809,0.832855
19,8,22,30,0.882795,0.839188
19,9,22,31,0.883960,0.845993
19,1,23,24,0.873434,0.834468
19,2,23,25,0.883267,0.835946
19,3,23,26,0.879349,0.835688
19,4,23,27,0.877316,0.833813
19,5,23,28,0.880571,0.835556
19,6,23,29,0.873091,0.834208
19,7,23,30,0.882824,0.839132
19,8,23,31,0.884047,0.839216
19,9,23,32,0.879539,0.835817
19,1,24,25,0.883061,0.824981
19,2,24,26,0.879319,0.834248
19,3,24,27,0.877536,0.829982
19,4,24,28,0.880571,0.837958
19,5,24,29,0.872841,0.826064
19,6,24,30,0.882854,0.834812
19,7,24,31,0.884798,0.832031
19,8,24,32,0.880541,0.836297
19,9,24,33,0.886967,0.831297
19,1,25,26,0.879609,0.837640
19,2,25,27,0.876565,0.830513
19,3,25,28,0.881042,0.842312
19,4,25,29,0.873310,0.831854
19,5,25,30,0.882603,0.833420
19,6,25,31,0.884076,0.833506
19,7,25,32,0.880821,0.836330
19,8,25,33,0.886523,0.835151
19,9,25,34,0.877444,0.830817
19,1,26,27,0.875627,0.838879
19,2,26,28,0.880732,0.843029
19,3,26,29,0.873028,0.833028
19,4,26,30,0.882353,0.834592
19,5,26,31,0.883575,0.843799
19,6,26,32,0.881263,0.833203
19,7,26,33,0.886802,0.842559
19,8,26,34,0.878446,0.839665
19,9,26,35,0.870960,0.826507
19,1,27,28,0.880361,0.836340
19,2,27,29,0.873529,0.829715
19,3,27,30,0.882854,0.835595
19,4,27,31,0.883855,0.836160
19,5,27,32,0.880851,0.836601
19,6,27,33,0.887081,0.826380
19,7,27,34,0.877597,0.835864
19,8,27,35,0.871840,0.833246
19,9,27,36,0.871898,0.827884
19,1,28,29,0.873618,0.839633
19,2,28,30,0.883709,0.841651
19,3,28,31,0.883768,0.843178
19,4,28,32,0.881454,0.844602
19,5,28,33,0.886051,0.844828
19,6,28,34,0.877536,0.839529
19,7,28,35,0.872308,0.831634
19,8,28,36,0.870556,0.835868
19,9,28,37,0.875627,0.834074
19,1,29,30,0.882530,0.833116
19,2,29,31,0.884298,0.834639
19,3,29,32,0.880821,0.839895
19,4,29,33,0.885857,0.833420
19,5,29,34,0.878287,0.825248
19,6,29,35,0.873497,0.825484
19,7,29,36,0.871307,0.822530
19,8,29,37,0.876002,0.830801
19,9,29,38,0.877162,0.830282
19,1,30,31,0.884287,0.838584
19,2,30,32,0.880982,0.836155
19,3,30,33,0.887246,0.835453
19,4,30,34,0.877316,0.830645
19,5,30,35,0.872777,0.830898
19,6,30,36,0.871776,0.830809
19,7,30,37,0.875752,0.829040
19,8,30,38,0.877725,0.833768
19,9,30,39,0.878947,0.833767
19,1,31,32,0.880994,0.848755
19,2,31,33,0.887469,0.844149
19,3,31,34,0.878257,0.840303
19,4,31,35,0.873465,0.831464
19,5,31,36,0.871525,0.836649
19,6,31,37,0.876253,0.832465
19,7,31,38,0.878507,0.842009
19,8,31,39,0.880291,0.834807
19,9,31,40,0.882368,0.840939
19,1,32,33,0.886267,0.835976
19,2,32,34,0.877756,0.833073
19,3,32,35,0.873246,0.827595
19,4,32,36,0.871776,0.830371
19,5,32,37,0.876283,0.838178
19,6,32,38,0.878287,0.832855
19,7,32,39,0.881042,0.838600
19,8,32,40,0.882766,0.843799
19,9,32,41,0.874906,0.838836
19,1,33,34,0.876912,0.834765
19,2,33,35,0.872964,0.833116
19,3,33,36,0.872244,0.833507
19,4,33,37,0.876283,0.830777
19,5,33,38,0.878537,0.835980
19,6,33,39,0.880821,0.838365
19,7,33,40,0.882574,0.831132
19,8,33,41,0.875251,0.837640
19,9,33,42,0.878758,0.838718
19,1,34,35,0.870175,0.834514
19,2,34,36,0.871994,0.833464
19,3,34,37,0.876064,0.838887
19,4,34,38,0.877847,0.831159
19,5,34,39,0.881072,0.837386
19,6,34,40,0.882603,0.831554
19,7,34,41,0.875563,0.834730
19,8,34,42,0.879569,0.834378
19,9,34,43,0.876221,0.838185
19,1,35,36,0.870547,0.820319
19,2,35,37,0.874781,0.820479
19,3,35,38,0.877316,0.825202
19,4,35,39,0.881483,0.836216
19,5,35,40,0.882044,0.826562
19,6,35,41,0.874530,0.828751
19,7,35,42,0.879509,0.828415
19,8,35,43,0.876002,0.829798
19,9,35,44,0.878758,0.829198
19,1,36,37,0.874059,0.828489
19,2,36,38,0.878006,0.829409
19,3,36,39,0.880320,0.830371
19,4,36,40,0.883016,0.823147
19,5,36,41,0.874812,0.831540
19,6,36,42,0.879069,0.826893
19,7,36,43,0.876002,0.832109
19,8,36,44,0.879509,0.827676
19,9,36,45,0.879319,0.828027
19,1,37,38,0.876568,0.832897
19,2,37,39,0.881263,0.838178
19,3,37,40,0.882103,0.832812
19,4,37,41,0.875313,0.824987
19,5,37,42,0.879569,0.832288
19,6,37,43,0.876314,0.833202
19,7,37,44,0.879599,0.835470
19,8,37,45,0.879880,0.831030
19,9,37,46,0.874250,0.836083
19,1,38,39,0.879388,0.833333
19,2,38,40,0.883267,0.841403
19,3,38,41,0.875532,0.834992
19,4,38,42,0.879319,0.827479
19,5,38,43,0.876283,0.835079
19,6,38,44,0.879599,0.836383
19,7,38,45,0.879910,0.828609
19,8,38,46,0.875062,0.835556
19,9,38,47,0.872224,0.822309
19,1,39,40,0.881925,0.840428
19,2,39,41,0.875031,0.839318
19,3,39,42,0.879099,0.839435
19,4,39,43,0.875845,0.836036
19,5,39,44,0.880320,0.835420
19,6,39,45,0.880410,0.826245
19,7,39,46,0.875562,0.834116
19,8,39,47,0.872818,0.825636
19,9,39,48,0.858634,0.822078
19,1,40,41,0.875564,0.840671
19,2,40,42,0.878568,0.836942
19,3,40,43,0.876064,0.835946
19,4,40,44,0.880320,0.841569
19,5,40,45,0.880190,0.837591
19,6,40,46,0.874844,0.830213
19,7,40,47,0.873036,0.832683
19,8,40,48,0.858207,0.824370
19,9,40,49,0.866319,0.820196
19,1,41,42,0.877382,0.838710
19,2,41,43,0.875094,0.836745
19,3,41,44,0.880541,0.831332
19,4,41,45,0.880160,0.826438
19,5,41,46,0.874594,0.830504
19,6,41,47,0.872786,0.828683
19,7,41,48,0.857781,0.809524
19,8,41,49,0.866782,0.820911
19,9,41,50,0.855162,0.809917
19,1,42,43,0.876977,0.836387
19,2,42,44,0.880261,0.831467
19,3,42,45,0.879660,0.841885
19,4,42,46,0.875281,0.836863
19,5,42,47,0.873222,0.835030
19,6,42,48,0.858491,0.821466
19,7,42,49,0.867096,0.829098
19,8,42,50,0.854563,0.814308
19,9,42,51,0.859723,0.815044
19,1,43,44,0.880773,0.839099
19,2,43,45,0.879880,0.830813
19,3,43,46,0.875031,0.833464
19,4,43,47,0.873004,0.835470
19,5,43,48,0.858277,0.819979
19,6,43,49,0.867096,0.820533
19,7,43,50,0.855341,0.811886
19,8,43,51,0.858661,0.820135
19,9,43,52,0.855270,0.812661
19,1,44,45,0.879228,0.828787
19,2,44,46,0.875000,0.829516
19,3,44,47,0.873471,0.820135
19,4,44,48,0.858491,0.823193
19,5,44,49,0.867344,0.815282
19,6,44,50,0.854847,0.812274
19,7,44,51,0.858661,0.815349
19,8,44,52,0.854141,0.808850
19,9,44,53,0.849938,0.808763
19,1,45,46,0.875219,0.830341
19,2,45,47,0.872972,0.829002
19,3,45,48,0.858491,0.818347
19,4,45,49,0.867344,0.825019
19,5,45,50,0.854883,0.813096
19,6,45,51,0.858484,0.817105
19,7,45,52,0.854671,0.804103
19,8,45,53,0.849839,0.806792
19,9,45,54,0.850246,0.815864
19,1,46,47,0.874061,0.834029
19,2,46,48,0.859274,0.819527
19,3,46,49,0.866965,0.826684
19,4,46,50,0.855869,0.813791
19,5,46,51,0.858803,0.817337
19,6,46,52,0.855800,0.816443
19,7,46,53,0.850717,0.813551
19,8,46,54,0.851614,0.811423
19,9,46,55,0.843712,0.804677
19,1,47,48,0.864453,0.827209
19,2,47,49,0.868604,0.825828
19,3,47,50,0.857745,0.819053
19,4,47,51,0.859228,0.818839
19,5,47,52,0.856365,0.816537
19,6,47,53,0.851027,0.810372
19,7,47,54,0.852455,0.812452
19,8,47,55,0.845623,0.809892
19,9,47,56,0.841911,0.807049
19,1,48,49,0.871660,0.828438
19,2,48,50,0.856646,0.815496
19,3,48,51,0.862969,0.820466
19,4,48,52,0.858385,0.810176
19,5,48,53,0.853102,0.806352
19,6,48,54,0.855657,0.812645
