dataset,method,split,delay_ms,delay_ego_ms,samples,AP@0.5,AP@0.7,notes
DAIR-V2X-Seq/SPD,TraF-Align + Ours joint delay-comp only,test,200,200,3316,48.62,16.38,"checkpoint=checkpoints/curated/ours_models/trafalign_joint_delay_comp_only_spconv2121; epoch=1; load_info={'transformed': 0, 'missing': 0, 'unexpected': 0}"
DAIR-V2X-Seq/SPD,TraF-Align + Ours joint delay-comp only,test,300,200,3316,47.35,15.67,"checkpoint=checkpoints/curated/ours_models/trafalign_joint_delay_comp_only_spconv2121; epoch=1; load_info={'transformed': 0, 'missing': 0, 'unexpected': 0}"
DAIR-V2X-Seq/SPD,TraF-Align + Ours joint delay-comp only,test,400,200,3316,46.09,15.18,"checkpoint=checkpoints/curated/ours_models/trafalign_joint_delay_comp_only_spconv2121; epoch=1; load_info={'transformed': 0, 'missing': 0, 'unexpected': 0}"
DAIR-V2X-Seq/SPD,TraF-Align + Ours joint delay-comp only,test,500,200,3316,45.05,14.49,"checkpoint=checkpoints/curated/ours_models/trafalign_joint_delay_comp_only_spconv2121; epoch=1; load_info={'transformed': 0, 'missing': 0, 'unexpected': 0}"
DAIR-V2X-Seq/SPD,TraF-Align + Ours joint delay-comp only,test,600,200,3316,43.57,13.98,"checkpoint=checkpoints/curated/ours_models/trafalign_joint_delay_comp_only_spconv2121; epoch=1; load_info={'transformed': 0, 'missing': 0, 'unexpected': 0}"
DAIR-V2X-Seq/SPD,TraF-Align + Ours joint delay-comp only,test,700,200,3316,42.17,13.49,"checkpoint=checkpoints/curated/ours_models/trafalign_joint_delay_comp_only_spconv2121; epoch=1; load_info={'transformed': 0, 'missing': 0, 'unexpected': 0}"
